Mod,Category,Status,Server_Status,Client_Package,Files,Last_Tested,URL,Notes
"Iris Shaders","Core Game Mods",ok,"Client-only: included",Included,iris-neoforge-1.10.9+mc26.1.1.jar,2026-06-03,https://modrinth.com/mod/iris/versions,"Client-only shader mod, not installed on the server. Stable NeoForge 26.1.x jar was copied to client-package/mods; Sodium is included."
"Jagm's Kiwis","Test New Mods",ok,OK,Included,jagmkiwis-neoforge-26.1-1.2.4.jar,2026-06-03,https://www.curseforge.com/minecraft/mc-mods/jagms-kiwis/files/all?page=1&pageSize=20&gameVersionTypeId=6,"Stable 26.1 NeoForge file is tagged compatible with 26.1.2. Boot test row158_jagms_kiwis reached Done and stopped cleanly; only known Advanced Chimneys optional WARN lines. No server-only display policy found, so copied to client package."
Java,"Core Game",ok,Installed,"macOS Apple Silicon: Java 25 if launcher does not manage runtime",java,2026-06-03,https://www.oracle.com/java/technologies/javase/25all-relnotes.html,"Minecraft scripts call Java 25 explicitly; /usr/bin/java remains Java 21 for other VPS services."
"Large Ore Deposits","Test New Mods",ok,OK,"Not required (server-only)",adlods-26.1.0.0-neoforge-26.1.2-build.0046.jar,2026-06-03,https://www.curseforge.com/minecraft/mc-mods/large-ore-deposits/files/all?page=1&pageSize=20&gameVersionTypeId=6,"Boot test row167_large_ore_deposits reached Done and stopped cleanly; only known Advanced Chimneys optional WARN lines. File is tagged Server-only, so not copied to client package. Requested again in 2026-06-03 next batch; already active and current compatible candidate confirmed, no reinstall needed."
LaserIO,"Test New Mods",ok,OK,Included,laserio-1.10.2.jar,2026-06-03,https://www.curseforge.com/minecraft/mc-mods/laserio/files/all?page=1&pageSize=20&gameVersionTypeId=6,"Boot test row169_laserio reached Done and stopped cleanly; only known Advanced Chimneys optional WARN lines. Copied to client package."
"Leaves Be Gone","Requested 2026-06-03",ok,OK,Included,LeavesBeGone-v26.1.0-mc26.1.x-NeoForge.jar,2026-06-03,https://www.curseforge.com/minecraft/mc-mods/leaves-be-gone,"Required Puzzles Lib dependency tested first and accepted. Final active-set boot test 20260603_next_final_active_set reached Done; filtered error count 0. Only known optional tintedcampfires/sootychimneys warnings remain."
"Lio's Hobbit Hill Village","Test New Mods",ok,OK,Included,hobbit_hill_village-0.0.4.jar,2026-06-03,https://www.curseforge.com/minecraft/mc-mods/hobbit-hill-village/files/all?page=1&pageSize=20&gameVersionTypeId=6,"Boot test row170_hobbit_hill reached Done and stopped cleanly. Known Advanced Chimneys optional WARN lines observed; one external handshake decode exception from /213.152.161.54 was unrelated network noise during test. No server-only metadata found, so copied to client package."
"Lio's Overhauled Villages","Test New Mods",ok,OK,Included,lios_overhauled_villages-0.1.1.jar,2026-06-03,https://www.curseforge.com/minecraft/mc-mods/lios-overhauled-villages/files/all?page=1&pageSize=20&gameVersionTypeId=6,"Boot test row171_lios_overhauled reached Done and stopped cleanly; only known Advanced Chimneys optional WARN lines. No server-only metadata found, so copied to client package."
"Lio's Spiral Tower Villages","Test New Mods",ok,OK,Included,spiral_tower_village-0.0.3.jar,2026-06-03,https://www.curseforge.com/minecraft/mc-mods/spiral-tower-villages/files/all?page=1&pageSize=20&gameVersionTypeId=6,"Boot test row172_spiral_tower reached Done and stopped cleanly; only known Advanced Chimneys optional WARN lines. No server-only metadata found, so copied to client package."
"Lios Seafaring Dungeons","Test New Mods",ok,OK,Included,lios_seafaring_dungeons-0.0.6.jar,2026-06-03,https://www.curseforge.com/minecraft/mc-mods/lios-seafaring-dungeons/files/all?page=1&pageSize=20&gameVersionTypeId=6,"Boot test row173_lios_seafaring reached Done and stopped cleanly; only known Advanced Chimneys optional WARN lines. No server-only metadata found, so copied to client package."
Lithium,"Server Optimizer",ok,OK,Included,lithium-neoforge-0.24.4+mc26.1.2.jar,2026-06-03,https://www.curseforge.com/minecraft/mc-mods/lithium/files/8161947,"Boot test row23_lithium passed: STATUS=started, ERROR_LINES=0."
Lithostitched,"World Mods",ok,OK,Included,lithostitched-1.7.9-neoforge-26.1.jar,2026-06-03,https://www.curseforge.com/minecraft/mc-mods/lithostitched/files/all?page=1&pageSize=20&gameVersionTypeId=6,"Stable 26.1 NeoForge file is tagged compatible with 26.1.2. Boot test row87_lithostitched reached Done and stopped cleanly; copied to client package."
M.R.U,"World Mods",ok,"Client-only: included",Included,mru-1.0.28+lts+26.1-neoforge.jar,2026-06-03,https://www.curseforge.com/minecraft/mc-mods/mru/files/all?page=1&pageSize=20&gameVersionTypeId=6,"Client-only NeoForge mod/API, not installed on the server. Latest stable 26.1.x-compatible NeoForge jar was copied to client-package/mods."
"Macaw's Bridges","Test New Mods",ok,OK,Included,mcw-bridges-3.1.2-mc26.1neoforge.jar,2026-06-03,https://www.curseforge.com/minecraft/mc-mods/macaws-bridges/files/all?page=1&pageSize=20&gameVersionTypeId=6,"Retested latest compatible release on 2026-06-03. Boot reached Done; final_all_accepted passed with this jar active. Earlier rejection corrected after review: only nonfatal StructureTemplate serialization warning remained after filtering known Advanced Chimneys optional warnings."
"Macaw's Doors","Test New Mods",ok,OK,Included,mcw-doors-1.1.5-mc26.1neoforge.jar,2026-06-03,https://www.curseforge.com/minecraft/mc-mods/macaws-doors,"Added 2026-06-03. Boot test 20260603_requested_mods_macaws_doors reached Done; final_all_accepted passed with this jar active."
"Macaw's Fences and Walls","Test New Mods",ok,OK,Included,mcw-fences-1.2.1-mc26.1neoforge.jar,2026-06-03,https://www.curseforge.com/minecraft/mc-mods/macaws-fences-and-walls/files/all?page=1&pageSize=20&gameVersionTypeId=6,"Retested latest compatible release on 2026-06-03. Boot reached Done; final_all_accepted passed with this jar active. Previous registry/loading failure did not reproduce on the current fresh-world test."
"Macaw's Furniture","Test New Mods",ok,OK,Included,mcw-furniture-3.4.2-mc26.1neoforge.jar,2026-06-03,https://www.curseforge.com/minecraft/mc-mods/macaws-furniture/files/all?page=1&pageSize=20&gameVersionTypeId=6,"Boot test row182_macaws_furniture reached Done and stopped cleanly; only known Advanced Chimneys optional WARN lines. No server-only metadata found, so copied to client package. Requested again in 2026-06-03 next batch; already active and current compatible candidate confirmed, no reinstall needed."
"Macaw's Lights and Lamps","Test New Mods",ok,OK,Included,mcw-lights-1.1.5-mc26.1neoforge.jar,2026-06-03,https://www.curseforge.com/minecraft/mc-mods/macaws-lights-and-lamps/files/all?page=1&pageSize=20&gameVersionTypeId=6,"Boot test row183_macaws_lights reached Done and stopped cleanly; only known Advanced Chimneys optional WARN lines. No server-only metadata found, so copied to client package. Requested again in 2026-06-03 next batch; already active and current compatible candidate confirmed, no reinstall needed."
"Macaw's Roofs","Test New Mods",ok,OK,Included,mcw-roofs-2.3.2-mc26.1neoforge.jar,2026-06-03,https://www.curseforge.com/minecraft/mc-mods/macaws-roofs/files/all?page=1&pageSize=20&gameVersionTypeId=6,"Boot test row184_macaws_roofs passed previously. Requested again 2026-06-03; already active and in client package, no duplicate row added."
"Macaw's Stairs","Test New Mods",ok,OK,Included,mcw-stairs-1.0.2-mc26.1neoforge.jar,2026-06-03,https://www.curseforge.com/minecraft/mc-mods/macaws-stairs/files/all?page=1&pageSize=20&gameVersionTypeId=6,"Boot test row185_macaws_stairs reached Done and stopped cleanly. Extracted error list only had known Advanced Chimneys optional WARN lines; non-fatal Lithostitched jigsaw WARN lines appeared during worldgen. No server-only metadata found, so copied to client package."
"Macaw's Trapdoors","Test New Mods",ok,OK,Included,mcw-trapdoors-1.1.5-mc26.1neoforge.jar,2026-06-03,https://www.curseforge.com/minecraft/mc-mods/macaws-trapdoors,"Added 2026-06-03. Boot reached Done; final_all_accepted passed with this jar active. Earlier helper rejection was corrected after manual review of a nonfatal StructureTemplate serialization warning."
"Macaw's Windows","Test New Mods",ok,OK,Included,mcw-windows-2.4.2-mc26.1neoforge.jar,2026-06-03,https://www.curseforge.com/minecraft/mc-mods/macaws-windows/files/all?page=1&pageSize=20&gameVersionTypeId=6,"Boot test row186_macaws_windows passed previously. Requested again 2026-06-03; already active and in client package, no duplicate row added."
Minecraft,"Core Game",ok,"Clean-world OK; copied world blocked","macOS zip: /var/minecraft_26.1.2/minecraft_26.1.2_client_macos_apple_silicon.zip","server-26.1.2.jar sha1 97ccd4c0ed3f81bbb7bfacddd1090b0c56f9bc51",2026-06-03,https://piston-meta.mojang.com/mc/game/version_manifest_v2.json,"New server folder /var/minecraft_26.1.2; backup /var/minecraft_backup_20260603T0339Z.tar.zst. Clean-world validation final_clean_after_world_restore reached Done and stopped cleanly; only known Advanced Chimneys optional WARN lines. Copied old world was restored untouched from /var/minecraft/world, but real-world validation is blocked by legacy saved worldgen references to cavernous:* and additional_biomes:* after those rows were skipped under stable-only compatibility. server.properties is left on codex_testworld so the new folder is not configured to boot the broken copied world by accident. Client zip includes Install Mods.command, NeoForge 26.1.2.71 installer, 84 mod jars, and 9 resource packs."
"Miner's Helmet","Test New Mods",ok,OK,Included,mining_helmet-26.1.2-2.1.3.jar,2026-06-03,https://www.curseforge.com/minecraft/mc-mods/miners-helmet/files/all?page=1&pageSize=20&gameVersionTypeId=6,"Recovered in broad relaxed scan. Lucent has no compatible 26.x NeoForge file, but Miner's Helmet booted without it; row195_minershelmet_relaxed reached Done with only baseline optional warnings and was included in the Mac client package."
"MMV - Moog's Missing Villages","Test New Mods",ok,OK,Server-only,"MoogsMissingVillages-1.21-2.1.1.jar + moogs_structure_lib-2.0.1-26.1.0-26.1.2.jar",2026-06-03,https://www.curseforge.com/minecraft/mc-mods/mmv-moogs-missing-villages/files/all?page=1&pageSize=20&gameVersionTypeId=6,"Initial boot failed because mmv requires moogs_structures. Added stable server-side Moog's Structure Lib and retested row197_mmv_with_dep; server reached Done and stopped cleanly with only known Advanced Chimneys optional WARN lines. Not copied to client package because both files are server-side."
ModernArch,"Core Game Mods",ok,"Client-only: included",Included,"ModernArch v2.4.3 [26.1] [128x].zip",2026-06-03,https://www.curseforge.com/minecraft/texture-packs/modernarch/files/all,"Client-only resource pack, not installed on the server. Stable 26.1.x-compatible zip was copied to client-package/resourcepacks."
ModernFix,"Server Optimizer",ok,OK,Included,modernfix-neoforge-5.27.12+mc26.1.2.jar,2026-06-03,https://www.curseforge.com/minecraft/mc-mods/modernfix/files/8099992,"Boot test row34_modernfix passed: STATUS=started, ERROR_LINES=0."
"More Villagers","Test New Mods",ok,OK,Included,morevillagers-neoforge-8.0.0+26.1.1.jar,2026-06-03,https://www.curseforge.com/minecraft/mc-mods/more-villagers/files/all?page=1&pageSize=20&gameVersionTypeId=6,"Boot test row203_more_villagers reached Done and stopped cleanly; only known Advanced Chimneys optional WARN lines plus unrelated external handshake noise. Jar metadata declares side=BOTH, so copied to client package."
"Move Boats","Test New Mods",ok,OK,Included,moveboats-26.1.2-3.6.jar,2026-06-03,https://www.curseforge.com/minecraft/mc-mods/move-boats/files/all?page=1&pageSize=20&gameVersionTypeId=6,"Boot test row204_move_boats reached Done and stopped cleanly; only known Advanced Chimneys optional WARN lines. Existing Collective dependency already installed. Jar metadata declares side=BOTH, so copied to client package."
"Move Minecarts","Test New Mods",ok,OK,Included,moveminecarts-26.1.2-3.8.jar,2026-06-03,https://www.curseforge.com/minecraft/mc-mods/move-minecarts/files/all?page=1&pageSize=20&gameVersionTypeId=6,"Boot test row205_move_minecarts reached Done and stopped cleanly; only known Advanced Chimneys optional WARN lines. Existing Collective dependency already installed. Jar metadata declares side=BOTH, so copied to client package."
"MrCrayfish's Furniture Mod: Refurbished","Test New Mods",ok,OK,Included,"refurbished_furniture-neoforge-26.1.2-1.0.23.jar + catalogue-neoforge-26.1.2-1.12.3.jar + configured-neoforge-26.1.2-2.7.5.jar",2026-06-03,https://www.curseforge.com/minecraft/mc-mods/refurbished-furniture/files/all?page=1&pageSize=20&gameVersionTypeId=6,"Boot test row206_refurbished_furniture reached Done and stopped cleanly; only known Advanced Chimneys optional WARN lines. All new jars declare side=BOTH, so copied to client package."
"MVS - Moog's Voyager Structures","Test New Mods",ok,OK,Server-only,"MoogsVoyagerStructures-1.21-5.0.11.jar + existing moogs_structure_lib-2.0.1-26.1.0-26.1.2.jar",2026-06-03,https://www.curseforge.com/minecraft/mc-mods/moogs-voyager-structures/files/all?page=1&pageSize=20&gameVersionTypeId=6,"Boot test row208_mvs reached Done and stopped cleanly; only known Advanced Chimneys optional WARN lines. Non-fatal Lithostitched jigsaw WARN line appeared during worldgen. Project is tagged Server, so not copied to client package. Requested again in 2026-06-03 next batch; already active and current compatible candidate confirmed, no reinstall needed."
NeoForge,"Core Game Mods",ok,"Runtime OK","Client loader required","NeoForge 26.1.2.71",2026-06-03,https://maven.neoforged.net/releases/net/neoforged/neoforge/,"Base boot passed with no error lines after setting use-native-transport=false on test server."
"New Cherry Blossom Panorama BC","Test New Mods",ok,"Client-only: included",Included,new-1.20-background-v1.1.jar,2026-06-03,https://www.curseforge.com/minecraft/mc-mods/new-cherry-blossom-panorama-mod/files/all?page=1&pageSize=20&gameVersionTypeId=6,"Client-only panorama/background mod. Not installed on the server; copied directly to client-package/mods because the stable file is tagged compatible with NeoForge and Minecraft 26.1.2."
"No Animal Tempt Delay","Test New Mods",ok,OK,Included,noanimaltemptdelay-26.1.2-1.2.jar,2026-06-03,https://www.curseforge.com/minecraft/mc-mods/no-animal-tempt-delay/files/all?page=1&pageSize=20&gameVersionTypeId=6,"Boot test row214_no_animal_tempt_delay reached Done and stopped cleanly; only known Advanced Chimneys optional WARN lines. Existing Collective dependency already installed. Jar metadata declares side=BOTH, so copied to client package."
"Nutritious Milk","Test New Mods",ok,OK,Included,nutritiousmilk-26.1.2-3.5.jar,2026-06-03,https://www.curseforge.com/minecraft/mc-mods/nutritious-milk/files/all?page=1&pageSize=20&gameVersionTypeId=6,"Boot test row216_nutritious_milk reached Done and stopped cleanly; only known Advanced Chimneys optional WARN lines. Existing Collective dependency already installed. Jar metadata declares side=BOTH, so copied to client package."
"Ore Harvester","Test New Mods",ok,OK,Included,oreharvester-26.1.2-1.6.jar,2026-06-03,https://www.curseforge.com/minecraft/mc-mods/ore-harvester/files/all?page=1&pageSize=20&gameVersionTypeId=6,"Boot test row219_ore_harvester reached Done and stopped cleanly; only known Advanced Chimneys optional WARN lines plus non-fatal Lithostitched worldgen warnings. Existing Collective dependency already installed. Jar metadata declares side=BOTH, so copied to client package."
"Pretty Beaches","Test New Mods",ok,OK,Included,"prettybeaches-neoforge-26.1-26.1.0.1.jar; balm-neoforge-26.1.2-26.1.2.6.jar",2026-06-03,https://www.curseforge.com/minecraft/mc-mods/pretty-beaches/files/all?page=1&pageSize=20&gameVersionTypeId=6,"Initial boot failed because Pretty Beaches required Balm. Installed latest stable NeoForge 26.1.2 Balm, then boot test row224_pretty_beaches_with_balm reached Done and stopped cleanly; only known Advanced Chimneys optional WARN lines plus non-fatal Lithostitched worldgen warnings. Both jars declare side=BOTH, so copied to client package."
Prickle,"Test New Mods",ok,"Client dependency: included",Included,PrickleMC-neoforge-MC26.1.2-26.1.2.3.jar,2026-06-03,https://www.curseforge.com/minecraft/mc-mods/prickle,"Added automatically 2026-06-03 as the required dependency for Enchantment Descriptions; client package only."
PTS-Deco,"Test New Mods",ok,OK,Included,PTS-Deco-8.0-NeoForge26.1.2.jar,2026-06-03,https://www.curseforge.com/minecraft/mc-mods/pts-deco/files/all?page=1&pageSize=20&gameVersionTypeId=6,"Boot test row225_pts_deco reached Done and stopped cleanly; only known Advanced Chimneys optional WARN lines plus non-fatal Lithostitched worldgen warnings. Jar metadata declares side=BOTH, so copied to client package."
"Puzzles Lib",Dependency,ok,OK,Included,PuzzlesLib-v26.1.9-mc26.1.x-NeoForge.jar,2026-06-03,https://www.curseforge.com/minecraft/mc-mods/puzzles-lib,"Required dependency for Leaves Be Gone. Final active-set boot test 20260603_next_final_active_set reached Done; filtered error count 0. Only known optional tintedcampfires/sootychimneys warnings remain."
"Random Bone Meal Flowers","Test New Mods",ok,OK,Included,randombonemealflowers-26.1.2-4.7.jar,2026-06-03,https://www.curseforge.com/minecraft/mc-mods/random-bone-meal-flowers/files/all?page=1&pageSize=20&gameVersionTypeId=6,"Boot test row227_random_bone_meal_flowers reached Done and stopped cleanly; only known Advanced Chimneys optional WARN lines. Existing Collective dependency already installed. Jar metadata declares side=BOTH, so copied to client package."
Recast,"Test New Mods",ok,OK,Included,recast-26.1.2-3.7.jar,2026-06-03,https://www.curseforge.com/minecraft/mc-mods/recast/files/all?page=1&pageSize=20&gameVersionTypeId=6,"Boot test row229_recast reached Done and stopped cleanly; only known Advanced Chimneys optional WARN lines. Existing Collective dependency already installed. Jar metadata declares side=BOTH, so copied to client package."
"Repurposed Structures","Test New Mods",ok,OK,Included,repurposed_structures-7.7.4+26.1-neoforge.jar,2026-06-03,https://www.curseforge.com/minecraft/mc-mods/repurposed-structures,"Added 2026-06-03 as the base Repurposed Structures mod. Boot test 20260603_requested_mods_repurposed_structures reached Done; final_all_accepted passed with this jar active."
"Resourceful Lib","World Mods",ok,OK,Included,ResourcefulLib-4.0.1.jar,2026-06-03,https://www.curseforge.com/minecraft/mc-mods/resourceful-lib/files/all?page=1&pageSize=20&gameVersionTypeId=6,"Boot test row94_resourceful_lib_early reached Done and stopped cleanly; stable NeoForge 26.1.x jar is installed and copied to the client package."
RevampedWolf,"Test New Mods",ok,OK,Included,revampedwolf-26.1.2-25.0.0.jar,2026-06-03,https://www.curseforge.com/minecraft/mc-mods/revampedwolf/files/all?page=1&pageSize=20&gameVersionTypeId=6,"Boot test row235_revampedwolf reached Done and stopped cleanly; only known Advanced Chimneys optional WARN lines. Jar metadata declares side=BOTH, so copied to client package."
"Ruins (Structure Spawning System)","Test New Mods",ok,OK,Included,ruins-26.1.2.2NF.jar,2026-06-03,https://www.curseforge.com/minecraft/mc-mods/ruins-structure-spawning-system/files/all?page=1&pageSize=20&gameVersionTypeId=6,"Boot test row242_ruins reached Done and stopped cleanly; only known Advanced Chimneys optional WARN lines. Ruins generated config/template folders successfully. Jar metadata has no explicit side field and is not marked server-only, so copied the tested jar to client package."
ServerCore,"Server Optimizer",ok,OK,Included,servercore-neoforge-1.5.17+26.1.2.jar,2026-06-03,https://modrinth.com/mod/servercore/version/tcwIcZH7,"Initial test exposed stale 1.21.8 ServerCore config category GLARES. Moved old config to config_previous_1.21.8; retest row24_servercore_fresh_config passed ERROR_LINES=0."
"Skeleton Horse Spawn","Test New Mods",ok,OK,Included,skeletonhorsespawn-26.1.2-4.1.jar,2026-06-03,https://www.curseforge.com/minecraft/mc-mods/skeleton-horse-spawn/files/all?page=1&pageSize=20&gameVersionTypeId=6,"Boot test row250_skeleton_horse_spawn reached Done and stopped cleanly; only known Advanced Chimneys optional WARN lines. Existing Collective dependency already installed. Jar metadata declares side=BOTH, so copied to client package."
"Smooth Chunk Save","Server Optimizer",ok,OK,Included,smoothchunk-26.1-4.2.jar,2026-06-03,https://www.curseforge.com/minecraft/mc-mods/smooth-chunk-save/files/7898824,"Boot test row30_smooth_chunk_save passed: STATUS=started, ERROR_LINES=0."
"Snowy Biomes: Enhanced","Test New Mods",ok,OK,Included,better-snowy-biome-2.5.1-26.1.jar,2026-06-03,https://www.curseforge.com/minecraft/mc-mods/better-snowy-biomes/files/all?page=1&pageSize=20&gameVersionTypeId=6,"Boot test row255_snowy_biomes_enhanced reached Done and stopped cleanly; only known Advanced Chimneys optional WARN lines. Jar is not marked server-only and fabric metadata declares environment=*, so copied to client package."
"Snowy Tents","Test New Mods",ok,OK,Included,snowy_tents-1.0.0-Neoforge-26.1.2.jar,2026-06-03,https://www.curseforge.com/minecraft/mc-mods/snowy-tents/files/all?page=1&pageSize=20&gameVersionTypeId=6,"Boot test row256_snowy_tents reached Done and stopped cleanly; only known Advanced Chimneys optional WARN lines. Jar metadata declares side=BOTH, so copied to client package."
Sodium,"Core Game Mods",ok,"Client-only: included",Included,sodium-neoforge-0.8.12+mc26.1.2.jar,2026-06-03,https://www.curseforge.com/minecraft/mc-mods/sodium/files/all?page=1&pageSize=20&gameVersionTypeId=6,"Client-only performance/rendering mod already included. Requested again 2026-06-03; current file still latest compatible; no duplicate row added."
"Solar Cooker","Test New Mods",ok,OK,Included,solarcooker-neoforge-26.1.1-5.0.0.1.jar,2026-06-03,https://www.curseforge.com/minecraft/mc-mods/solar-cooker/files/all?page=1&pageSize=20&gameVersionTypeId=6,"Boot test row258_solar_cooker reached Done and stopped cleanly; only known Advanced Chimneys optional WARN lines. File is tagged NeoForge 26.1.1 and compatible with 26.1.2. Jar metadata declares side=BOTH, so copied to client package."
"Sound Physics Remastered","Test New Mods",ok,"Client-only: included",Included,sound-physics-remastered-neoforge-1.5.1+26.1.2.jar,2026-06-03,https://www.curseforge.com/minecraft/mc-mods/sound-physics-remastered,"Added 2026-06-03 to Mac client package only; not installed on the dedicated server. Optional Cloth Config was already present."
"Stray Spawn","Test New Mods",ok,OK,Included,strayspawn-26.1.2-3.7.jar,2026-06-03,https://www.curseforge.com/minecraft/mc-mods/stray-spawn/files/all?page=1&pageSize=20&gameVersionTypeId=6,"Boot test row262_stray_spawn reached Done and stopped cleanly; only known Advanced Chimneys optional WARN lines. Existing Collective dependency already installed. Jar metadata declares side=BOTH, so copied to client package."
"Structory: Towers","Test New Mods",ok,OK,Included,Structory_Towers_26.1_v1.0.16.jar,2026-06-03,https://www.curseforge.com/minecraft/mc-mods/structory-towers/files/all?page=1&pageSize=20&gameVersionTypeId=6,"Boot test row263_structory_towers reached Done and stopped cleanly; only known Advanced Chimneys optional WARN lines. Jar metadata declares side=BOTH and environment=*, so copied to client package. Requested again in 2026-06-03 next batch; already active and current compatible candidate confirmed, no reinstall needed."
TerraBlender,"World Mods",ok,OK,Included,TerraBlender-neoforge-26.1.2-26.1.2.0.2.jar,2026-06-03,https://modrinth.com/mod/terrablender/versions,"Accepted as beta dependency under relaxed policy. Boot test row97_terrablender_relaxed reached Done with only baseline optional Advanced Chimneys mixin warnings; included in Mac client package."
Terralith,"Requested 2026-06-03",ok,OK,Included,Terralith_26.1_v2.6.1_Neoforge.jar,2026-06-03,https://www.curseforge.com/minecraft/mc-mods/terralith,"Lithostitched dependency was already active. Final active-set boot test 20260603_next_final_active_set reached Done; filtered error count 0. Only known optional tintedcampfires/sootychimneys warnings remain."
"The Lost Castle","Test New Mods",ok,OK,Included,tlc-neoforge-26.1-2.1.1.jar,2026-06-03,https://www.curseforge.com/minecraft/mc-mods/the-lost-castle/files/all?page=1&pageSize=20&gameVersionTypeId=6,"Accepted after fresh-world relaxed retest row273_lostcastle_relaxed reached Done with no Lost Castle-specific filtered errors/warnings. Included in client package; final active-set validation passed."
"Towns and Towers","Test New Mods",ok,OK,Included,"t_and_t-fabric-neoforge-1.13.11.jar; cristellib-neoforge-26.1.2-3.1.4.jar",2026-06-03,https://www.curseforge.com/minecraft/mc-mods/towns-and-towers/files/all?page=1&pageSize=20&gameVersionTypeId=6,"Initial boot failed because Towns and Towers required Cristel Lib 3.1.3+. Installed latest stable NeoForge 26.1.2 Cristel Lib, then boot test row281_towns_and_towers_with_cristellib reached Done and stopped cleanly; only known Advanced Chimneys optional WARN lines plus non-fatal Lithostitched warnings. Both jars copied to client package. Requested again in 2026-06-03 next batch; already active and current compatible candidate confirmed, no reinstall needed."
"Tree Seeds","Test New Mods",ok,"Client-only: included",Included,TreeSeeds-v26.1.zip,2026-06-03,https://www.curseforge.com/minecraft/texture-packs/tree-seeds/files/all?page=1&pageSize=20,"Texture/resource pack, not installed on the server. Copied stable 26.1 resource pack zip to client-package/resourcepacks for the macOS client bundle."
Tropicraft,"Test New Mods",ok,OK,Included,Tropicraft-9.10.0.jar,2026-06-03,https://www.curseforge.com/minecraft/mc-mods/tropicraft/files/all?page=1&pageSize=20&gameVersionTypeId=6,"Boot test row285_tropicraft reached Done and stopped cleanly; only known Advanced Chimneys optional WARN lines. Tropicraft dimension saved cleanly during shutdown. Jar metadata declares side=BOTH, so copied to client package."
"Tschipcraft's Dynamic Lights","World Mods",ok,OK,"Not required (server datapack)",dynamiclights-v1.9.2-mc1.17-26.1.1-datapack.zip,2026-06-03,https://www.curseforge.com/minecraft/data-packs/tschipcrafts-dynamic-lights,"Stored in server-datapacks and copied to world/datapacks. Boot test row98_tschip_dynamic_lights_datapack detected both dynamic lights and Furnicraft datapacks and reached Done cleanly."
"Ultimate Car Mod","Test New Mods",ok,OK,Included,car-neoforge-1.0.49+26.1.2.jar,2026-06-03,https://www.curseforge.com/minecraft/mc-mods/ultimate-car-mod/files/all?page=1&pageSize=20&gameVersionTypeId=6,"Recovered in broad relaxed scan under beta policy. Boot test row288_ultimatecar_relaxed reached Done without optional relation type 2 integrations (Ultimate Plane Mod, JEI, Jade); included in the Mac client package."
"Underground Rivers","Test New Mods",ok,OK,Included,underground-rivers-1.0.2-neoforge-26.1.jar,2026-06-03,https://www.curseforge.com/minecraft/mc-mods/underground-rivers/files/all?page=1&pageSize=20&gameVersionTypeId=6,"Boot test row291_underground_rivers reached Done and stopped cleanly; only known Advanced Chimneys optional WARN lines. Jar metadata declares side=BOTH, so copied to client package."
"Underwater Village - Oceanic Structures","Test New Mods",ok,OK,Included,underwater_village-1.0.0-Neoforge-26.1.2.jar,2026-06-03,https://www.curseforge.com/minecraft/mc-mods/underwater-village/files/all?page=1&pageSize=20&gameVersionTypeId=6,"Boot test row294_underwater_village reached Done and stopped cleanly; only known Advanced Chimneys optional WARN lines. Jar metadata declares side=BOTH, so it was copied to the client package."
"Untitled Duck Mod","Test New Mods",ok,OK,Included,untitledduckmod-neoforge-26.1.2-1.5.6.jar,2026-06-03,https://www.curseforge.com/minecraft/mc-mods/untitled-duck-mod-forge/files/all?page=1&pageSize=20&gameVersionTypeId=6,"Boot test row298_untitled_duck reached Done and stopped cleanly; only known Advanced Chimneys optional WARN lines. Jar metadata declares side=BOTH, so it was copied to the client package."
Variants&Ventures,"Test New Mods",ok,OK,Included,variantsandventures-neoforge-1.0.25+mc26.1.2.jar,2026-06-03,https://www.curseforge.com/minecraft/mc-mods/variants-and-ventures/files/all?page=1&pageSize=20,"Boot test row304_variants_ventures reached Done and stopped cleanly; only known Advanced Chimneys optional WARN lines. Jar metadata declares side=BOTH, so it was copied to the client package."
"Villager Guards","Test New Mods",ok,OK,Included,villager-guards-v1.15.jar,2026-06-03,https://www.curseforge.com/minecraft/mc-mods/villager-guards/files/all?page=1&pageSize=20&gameVersionTypeId=6,"Boot test row305_villager_guards reached Done and stopped cleanly; only known Advanced Chimneys optional WARN lines. Jar metadata exposes environment=*, so it was copied to the client package."
"Villager Names","Requested 2026-06-03",ok,OK,Included,villagernames-26.1.2-8.4.jar,2026-06-03,https://www.curseforge.com/minecraft/mc-mods/villager-names,"Collective dependency was already active. Final active-set boot test 20260603_next_final_active_set reached Done; filtered error count 0. Only known optional tintedcampfires/sootychimneys warnings remain."
VillagerConfig,"Test New Mods",ok,OK,Included,villagerconfig-neoforge-4.5.6+26.1.2-all.jar,2026-06-03,https://www.curseforge.com/minecraft/mc-mods/villagerconfig/files/all?page=1&pageSize=20&gameVersionTypeId=6,"Boot test row306_villagerconfig reached Done and stopped cleanly; only known Advanced Chimneys optional WARN lines. Jar metadata declares side=BOTH, so it was copied to the client package."
YetAnotherConfigLib,"World Mods",ok,OK,Included,yet_another_config_lib_v3-3.9.3+26.1-neoforge.jar,2026-06-03,https://www.curseforge.com/minecraft/mc-mods/yacl/files/all?page=1&pageSize=20&gameVersionTypeId=6,"Stable 26.1 NeoForge file is tagged compatible with 26.1.2. Boot test row99_yacl reached Done and stopped cleanly; copied to client package."
